,StoreId,CompleteStoreName,FoodType,AverageRating,Reviewers,City,Location,District,Latitude,Longitude
4581,pc5x,Foll (Anson Road),Singaporean,3.9,38,Singapore,Anson Road Singapore,2.0,1.2736508500000001,103.84464655
4582,jz89,Yi Nuo Whirlwind Omurice (JTC LaunchPad),Asian,5.0,2,Singapore,JTC LaunchPad Singapore,,1.3542838499999998,103.69241460775359
4583,s4gv,Snaffles Pastry (International Plaza),Cakes,4.6,63,Singapore,International Plaza Singapore,,1.275755,103.84590035797444
4584,zhaf,Icg Chicken & Burger (Ayer Rajah Crescent),Fried Chicken,4.7,55,Singapore,Ayer Rajah Crescent Singapore,,1.294552792945553,103.787624964957
4585,orc8,Gayageum Korean Family Restaurant (Bukit Timah Shopping Centre) - Islandwide Delivery,Korean,4.5,20,Singapore,Bukit Timah Shopping Centre Singapore,10.0,1.3432265,103.775786
4586,s2pk,Mei Wei Dessert (Kovan 209 Market And Food Centre),Dessert,4.4,500,Singapore,Kovan 209 Market And Food Centre Singapore,,,
4587,ie24,Anyi Noodles (International Plaza),Noodles,2.4,3,Singapore,International Plaza Singapore,,1.275755,103.84590035797444
4588,ghut,Asia Wok (Ayer Rajah Crescent),Malaysian,4.3,100,Singapore,Ayer Rajah Crescent Singapore,,1.294552792945553,103.787624964957
4589,t1t9,BURGS by Project Warung (JTC Launchpad) - Islandwide Delivery,Burgers,3.0,26,Singapore,JTC Launchpad Singapore,,1.3542838499999998,103.69241460775359
4590,vpqf,Kopifellas (Marina One),Noodles,4.7,100,Singapore,Marina One Singapore,1.0,1.2772586499999998,103.85295961439863
4591,ebz3,Moreish Moorish (The Promenade @ Pelikat),Asian,4.3,100,Singapore,The Promenade @ Pelikat Singapore,,1.35529075,103.88783487846796
4592,zdsl,Nani Bowl (Marina One),Rice Dishes,4.6,94,Singapore,Marina One Singapore,1.0,1.2772586499999998,103.85295961439863
4593,o2fv,Breakfast Club (Upper Serangoon Road),Western,4.5,69,Singapore,Upper Serangoon Road Singapore,8.0,1.3456303824930194,103.87137124979549
4594,y0ww,The Palace Korean Restaurant (Anson Road),Korean,4.7,100,Singapore,Anson Road Singapore,2.0,1.2736508500000001,103.84464655
4595,mi3i,Ramen Keisuke Tori King (100AM),Ramen,4.8,22,Singapore,100AM Singapore,,1.2749130499999999,103.84361381434768
4596,x3tu,Yuan Ji Roasted Delights (Bukit Purmei Road),Chicken,4.7,100,Singapore,Bukit Purmei Road Singapore,,1.2736059,103.82597899999999
4597,ra9h,Numb Restaurant (5 Straits View West Tower),Chinese,3.0,1,Singapore,5 Straits View West Tower Singapore,,,
4598,x2xy,Hao Sultan Prawn Noodle (Bukit Purmei Road),Noodles,4.5,100,Singapore,Bukit Purmei Road Singapore,,1.2736059,103.82597899999999
4599,t2kv,Boon Tong Kee (Bukit Timah),Chicken Rice,4.5,500,Singapore,Bukit Timah Singapore,10.0,1.3546901,103.7763724
4600,v0oj,Time For Thai (Cheong Chin Nam Road),Thai,4.5,1000,Singapore,Cheong Chin Nam Road Singapore,,1.3439197824200022,103.77505684972454
4601,mmzj,Let's Kinn Thai (Tanjong Pagar Plaza),Thai,4.4,30,Singapore,Tanjong Pagar Plaza Singapore,2.0,1.27574725,103.84241897381364
4602,bwa2,Namaste India Curry & Kebab House (Upper Thomson),Indian,4.3,11,Singapore,Upper Thomson Singapore,11.0,1.35463855,103.83251239866786
4603,w9ha,Milligram (Marina One),Coffee,4.2,100,Singapore,Marina One Singapore,1.0,1.2772586499999998,103.85295961439863
4604,uwvm,Ziggle Kitchen (9 Yuk Tong Ave),Fried Chicken,3.9,12,Singapore,9 Yuk Tong Ave Singapore,,1.3420156,103.7747946
4605,aj5n,Yt Mei Shi Dian (Tanjong Pagar Plaza),Chinese,4.7,100,Singapore,Tanjong Pagar Plaza Singapore,2.0,1.27574725,103.84241897381364
4606,u4kq,Oven & Fried Chicken (Bukit Timah) - Islandwide Delivery,Fried Chicken,4.8,69,Singapore,Bukit Timah Singapore,10.0,1.3546901,103.7763724
4607,v303,Yakiniku Heijoen (100 AM),Japanese,5.0,9,Singapore,100 AM Singapore,,1.2899175,103.8519072
4608,gemv,XiMenJie (Promenade@Pelikat) - Islandwide Delivery,Chinese,4.7,35,Singapore,Promenade@Pelikat Singapore,,1.35529075,103.88783487846796
4609,f2bk,Al-Azhar Restaurant (Bukit Timah) - Restaurant Delivery,Indian,4.2,2000,Singapore,Bukit Timah Singapore,10.0,1.3546901,103.7763724
4610,s2gw,The Tuckshop (Guillemard Road),Pizza,4.3,55,Singapore,Guillemard Road Singapore,,1.31006435,103.87998759999999
4611,qoer,Tái Kitchen 臺碗里 (Icon Village Altez),Chinese,5.0,38,Singapore,Icon Village Altez Singapore,,,
4612,q4oc,I Love Cat Cafe (749 Geylang Rd),Western,1.6,14,Singapore,749 Geylang Rd Singapore,14.0,1.31241245,103.8779448
4613,uf7x,Sp3 Chicken Rice (Dover Road),Chicken Rice,4.2,21,Singapore,Dover Road Singapore,,1.3035753792283729,103.78198590737829
4614,seki,Ploy Thai Kitchen (Upper Serangoon Road),Thai,4.7,45,Singapore,Upper Serangoon Road Singapore,8.0,1.3456303824930194,103.87137124979549
4615,t0vm,Yong Seng Teochew Fishball Mee (Hougang Hainanese Village Centre),Noodles,4.2,47,Singapore,Hougang Hainanese Village Centre Singapore,19.0,,
4616,wlws,Basasak Chicken (973 Upper Serangoon Rd) - Islandwide Delivery,Fried Chicken,4.8,14,Singapore,973 Upper Serangoon Rd Singapore,12.0,1.3619892500000002,103.88676914118741
4617,vq4i,Songsong K-Kitchen (68 Jalan Jurong Kechil),Fried Chicken,5.0,6,Singapore,68 Jalan Jurong Kechil Singapore,22.0,1.3405380999999998,103.7736855
4618,a1pd,Hong Le Korean Cuisine (Paya Lebar Square),Korean,4.5,500,Singapore,Paya Lebar Square Singapore,14.0,1.31862245,103.89263484259173
4619,dzua,GOPIZZA (Stars of Kovan),Pizza,4.4,100,Singapore,Stars of Kovan Singapore,,1.36150905,103.88733839880415
4620,nucz,Mr.J’s Japanese Ryouri (500 Dover Rd),Japanese,4.0,38,Singapore,500 Dover Rd Singapore,,1.30913695,103.77814365807117
4621,b6ss,The Public Izakaya 2 (Altez),Japanese,5.0,27,Singapore,Altez Singapore,,1.27468965,103.84436612952828
4622,khhs,Datouxia Big Prawn Noodle 大頭蝦大虾面 (Hougang Street 21),Asian,4.8,4,Singapore,Hougang Street 21 Singapore,19.0,1.3579648384318148,103.88315541055665
4623,g5s1,Positivity Cafe Pte Ltd (Shenton Way),Asian,3.3,3,Singapore,Shenton Way Singapore,,1.2786955,103.8493414
4624,qqc5,Lai yi wan (Dover Road),Chinese,1.8,4,Singapore,Dover Road Singapore,,1.3035753792283729,103.78198590737829
4625,wlto,Ding Te Le (949 Upper Serangoon Rd) - Islandwide Delivery,Chinese,3.9,43,Singapore,949 Upper Serangoon Rd Singapore,12.0,1.36152685,103.88624821711034
4626,y7zy,Qi Wei Ji Bao (Upper Serangoon Road),Chinese,3.2,87,Singapore,Upper Serangoon Road Singapore,8.0,1.3456303824930194,103.87137124979549
4627,dbt9,Laa Laa Rice 辣辣饭  (Spicy Rice Bowl) (Ubi),Asian,4.9,24,Singapore,Spicy Rice Bowl Singapore,,,
4628,iv9m,Nanyang Hainanese Chicken Rice 南洋海南鸡饭 (Toh Yi Gardens),Chicken Rice,4.4,8,Singapore,Toh Yi Gardens Singapore,,1.33840185,103.77376701624343
4629,y1ti,Cafe 2000 (Anson Road),Fried Rice,5.0,3,Singapore,Anson Road Singapore,2.0,1.2736508500000001,103.84464655
4630,vl42,Lumi Cycle Açaí (Upper Serangoon Road),Acai Bowl,5.0,16,Singapore,Upper Serangoon Road Singapore,8.0,1.3456303824930194,103.87137124979549
4631,w6dx,Nayana Kpop Cafe & Restaurant (Flora Vista),Korean,4.4,100,Singapore,Flora Vista Singapore,,,
4632,v4no,Merdandy Bar & Cafe (Guillemard Road),American,3.5,100,Singapore,Guillemard Road Singapore,,1.31006435,103.87998759999999
4633,x1hk,Eatio Food 中国大包 (Kampong Ubi Industrial Estate),Chinese,4.5,100,Singapore,Kampong Ubi Industrial Estate Singapore,,1.3296421,103.89509490099815
4634,w8ys,Lotus Thai Restaurant (Paya Lebar Square),Thai,4.4,1000,Singapore,Paya Lebar Square Singapore,14.0,1.31862245,103.89263484259173
4635,vg8u,Kyoto Japanese Cuisine (Food Loft Ubi Road 1),Japanese,4.5,49,Singapore,Food Loft Ubi Road 1 Singapore,,,
4636,cx9j,Raos Kitchen (Ubi Road 1),Chicken,2.9,3,Singapore,Ubi Road 1 Singapore,,1.32575345,103.8934262
4637,xcg2,Don Lechon (Grandlink Square - Paya Lebar) - Islandwide Delivery,Filipino,4.9,27,Singapore,Grandlink Square - Paya Lebar Singapore,14.0,,
4638,mhqy,Waroeng Esmeralda (Wong Poh Kopitiam),Malaysian,4.7,100,Singapore,Wong Poh Kopitiam Singapore,,1.3261125,103.8556456
4639,tyfh,Wenkangji 文康 (Hougong),Noodles,4.7,23,Singapore,Hougong Singapore,,,
4640,kqik,Man Tang Hong Mala Spicy Hotpot (Ubi Road),Chinese,4.8,24,Singapore,Ubi Road Singapore,,1.332525,103.89992815
4641,oey6,Fang Handmade Curry Puff (Ubi Road 2),Curry,5.0,42,Singapore,Ubi Road 2 Singapore,,1.33236965,103.895457
4642,l5k3,Raku Inu Bistro and Bar (Flora Vista),Thai,3.9,100,Singapore,Flora Vista Singapore,,,
4643,o3uk,No Ordinary Chicken (Indonesian Fast Food) (7 Keppel Rd),Chicken,2.9,9,Singapore,Indonesian Fast Food Singapore,,,
4644,jsiz,Bub Coffee (Science Park),Coffee,5.0,3,Singapore,Science Park Singapore,,1.2894496,103.7918421
4645,y0cf,Shin Chie Toke Huan (Upper Serangoon Road),Curry,4.7,500,Singapore,Upper Serangoon Road Singapore,8.0,1.3456303824930194,103.87137124979549
4646,x0zh,SMOL (PLQ),Healthy,4.1,100,Singapore,PLQ Singapore,,1.3159598,103.89351025037055
4647,mpdl,Picky Snout (Upper Serangoon Road),Cakes,5.0,47,Singapore,Upper Serangoon Road Singapore,8.0,1.3456303824930194,103.87137124979549
4648,muiu,Sally Vietnam Food (Psa Pass Centre),Vietnamese,4.7,30,Singapore,Psa Pass Centre Singapore,,,
4649,v6kg,Outram Ya Hua Rou Gu Cha Restaurant (Keppel Road),Bak Kut Teh,4.6,1000,Singapore,Keppel Road Singapore,,1.2727816003842203,103.84419722464507
4650,tvum,Empty Fried Chicken Burger (Pagar Complex),Burgers,5.0,1,Singapore,Pagar Complex Singapore,,1.2718086,103.84259048078249
4651,mtif,STOKED! (The Oasis),Rice Dishes,4.1,11,Singapore,The Oasis Singapore,,1.2876864000000001,103.7903984326598
4652,y0vk,Ah Lim Traditional Desserts (Upper Serangoon Road),Dessert,4.5,100,Singapore,Upper Serangoon Road Singapore,8.0,1.3456303824930194,103.87137124979549
4653,cthf,Aafiyah By Naser (Dover),Malaysian,4.7,25,Singapore,Dover Singapore,,1.3114155,103.7786108
4654,v6rb,The Restaurant (Buona Vista),Seafood,2.7,17,Singapore,Buona Vista Singapore,,1.30660965,103.79075103909005
4655,v7vf,Diamond Kitchen (Science Park),Chinese,4.5,100,Singapore,Science Park Singapore,,1.2894496,103.7918421
4656,nhjh,Taste Good (Ubi Avenue 4),Chinese,3.6,9,Singapore,Ubi Avenue 4 Singapore,,1.3337771,103.8934247
4657,awmx,Parched (Aspial One),Dessert,4.5,28,Singapore,Aspial One Singapore,,1.3336861,103.89706355262838
4658,e3g9,Loi Ming (Haig Road),Porridge,4.8,66,Singapore,Haig Road Singapore,,1.3134256552392316,103.89583411216982
4659,t7s7,Master Briyani (Telok Blangah Street 32),Indian,4.2,35,Singapore,Telok Blangah Street 32 Singapore,4.0,1.2759097000000001,103.80985545
4660,s6lr,Sk Cafe (City Plaza),Pasta,4.6,1000,Singapore,City Plaza Singapore,,1.3147175,103.89341430734515
4661,k3gz,Guo Chang Seafood Zi Char (Ubi Techpark),Chinese,4.4,5,Singapore,Ubi Techpark Singapore,,1.32671165,103.89591810496535
4662,gero,Hey Mee (Ubi Avenue 4),Noodles,3.6,4,Singapore,Ubi Avenue 4 Singapore,,1.3337771,103.8934247
4663,dond,Tian Tian Lai Ban Mian Fish Soup (Paya Ubi Industrial Park),Ban Mian,4.8,26,Singapore,Paya Ubi Industrial Park Singapore,,1.3251895999999999,103.89731781981772
4664,a4al,Sunny Korean Cusine (one @ Kent ridge),Korean,4.5,100,Singapore,one @ Kent ridge Singapore,,1.28110265,103.79017854130842
4665,oaxg,Lovebite Muffin & Western Food (10 Ubi Crescent),Chicken,5.0,48,Singapore,10 Ubi Crescent Singapore,,1.3265401,103.896426
4666,x3hn,Pizza Republic (Ascent),Pizza,4.4,100,Singapore,Ascent Singapore,,1.2907561,103.7855283
4667,ndfu,Thai Cuisine from Phitsanulok (Ubi Avenue),Thai,3.5,28,Singapore,Ubi Avenue Singapore,,1.32992905,103.89942802241221
4668,kni2,S.Park Grill+Pasta (Ubi Avenue 4),American,4.0,1,Singapore,Ubi Avenue 4 Singapore,,1.3337771,103.8934247
4669,b4uc,Eggwich (Greenwich V),Sandwiches,4.5,73,Singapore,Greenwich V Singapore,,1.38750095,103.86939420537257
4670,af83,Musketeers Restaurant (Haig Road),Western,4.7,16,Singapore,Haig Road Singapore,,1.3134256552392316,103.89583411216982
4671,d8ub,Man Man Chi (Ci Yuan Hawker Centre),Singaporean,4.4,100,Singapore,Ci Yuan Hawker Centre Singapore,,1.3754634,103.8829357
4672,hh65,bamboo bowls (Ascent),Vegetarian,4.7,14,Singapore,Ascent Singapore,,1.2907561,103.7855283
4673,fnsl,Pasta Pizza (Haig Road) - Islandwide Delivery,Pizza,4.9,4,Singapore,Haig Road Singapore,,1.3134256552392316,103.89583411216982
4674,l4up,Li Ji Coffee House (NUS),Chinese,4.6,100,Singapore,NUS Singapore,,1.2962018,103.77689765953073
4675,xi61,Young Tea (Alexendra techno park),Tea,3.9,12,Singapore,Alexendra techno park Singapore,,,
4676,txie,Mee Bagus (Haig Road) - Islandwide Delivery,Noodles,4.9,33,Singapore,Haig Road Singapore,,1.3134256552392316,103.89583411216982
4677,l1w8,Tam Kah (28 Jalan Kelulut),Fried Rice,4.5,9,Singapore,28 Jalan Kelulut Singapore,,1.3834418604520842,103.87487561865443
4678,w9g9,Hainanese Chicken Rice (703 Hougang),Chicken,4.0,1,Singapore,703 Hougang Singapore,19.0,1.3655503,103.88942910841561
4679,n1wl,Sherlock's (Ascent),Indian,2.0,1,Singapore,Ascent Singapore,,1.2907561,103.7855283
4680,k3nc,Hong Ji Mian Shi Jia (Telok Blangah Dr),Asian,4.5,3,Singapore,Telok Blangah Dr Singapore,4.0,1.2728918043951012,103.80746723911382
4681,qzy5,Kam's Kitchen (Greenwich V),Asian,4.3,100,Singapore,Greenwich V Singapore,,1.38750095,103.86939420537257
4682,fmt3,Rasa Sedap (Kedai Kopi Haig Road),Fried Rice,4.3,100,Singapore,Kedai Kopi Haig Road Singapore,,1.3156669,103.8963397
4683,o7ad,Sinar Harapan (Haig Road),Indonesian,4.7,63,Singapore,Haig Road Singapore,,1.3134256552392316,103.89583411216982
4684,pifz,R'Wiyah Corner (Ci Yuan Hawker Centre),Malaysian,3.7,100,Singapore,Ci Yuan Hawker Centre Singapore,,1.3754634,103.8829357
4685,w1pb,Hopscotch (Gilman Barracks),Western,3.3,39,Singapore,Gilman Barracks Singapore,,,
4686,y2xl,227 Curry Chicken And Curry Pork Ribs (681 Hougang Avenue 8),Curry,4.7,100,Singapore,681 Hougang Avenue 8 Singapore,19.0,1.37302645,103.88572916187262
4687,s3es,Ah Khoon Authentic Hainanese Chicken Rice (Ci Yuan Hawker Centre),Chicken Rice,4.4,2000,Singapore,Ci Yuan Hawker Centre Singapore,,1.3754634,103.8829357
4688,f3ty,Hajjah Jamillah Raj Mohamed Indian Muslim Food (Haig Road Market & Food Centre),Noodles,4.6,100,Singapore,Haig Road Market & Food Centre Singapore,,,
4689,f6bc,Fun Toast (Science Park),Coffee,4.8,100,Singapore,Science Park Singapore,,1.2894496,103.7918421
4690,r2hs,Pasta Express (NUS Frontier),Pasta,4.8,500,Singapore,NUS Frontier Singapore,,1.2964677,103.78068608750905
4691,s8jy,Australia Design Western Food (Geylang Serai),Seafood,4.5,100,Singapore,Geylang Serai Singapore,14.0,1.316541497512862,103.89750215864248
4692,o35b,Kafe Tropika (Geylang Serai Market),Beverages,5.0,61,Singapore,Geylang Serai Market Singapore,14.0,1.3166958,103.8982195336871
4693,v5ar,Yuzutei (Paris Panjang),Japanese,4.4,100,Singapore,Paris Panjang Singapore,,,
4694,h6pa,My Genie Gourmet (Lorong 1 Realty Park),Singaporean,4.7,100,Singapore,Lorong 1 Realty Park Singapore,,1.367831214159898,103.88957727270939
4695,fva0,Paik's Coffee (Mapletree Business City) - Islandwide Delivery,Coffee,5.0,1,Singapore,Mapletree Business City Singapore,,1.2754292500000002,103.79926293829604
4696,y1cc,The Daily Scoop (Sunset Way),Dessert,4.8,100,Singapore,Sunset Way Singapore,,1.3219375,103.77016366964884
4697,j2w8,Jushinjung Korean BBQ (Alexandra branch),Rice Dishes,4.9,34,Singapore,Alexandra branch Singapore,,,
4698,s4ju,Pietro Ristorante Italiano (Jalan Kelulut),Pizza,4.7,500,Singapore,Jalan Kelulut Singapore,,1.3834418604520842,103.87487561865443
4699,fkn8,Sajian Tradisi (Geylang Serai Market),Indonesian,4.6,100,Singapore,Geylang Serai Market Singapore,14.0,1.3166958,103.8982195336871
4700,o4iv,Sapore Italian Restaurant (Create Way),Pasta,4.7,74,Singapore,Create Way Singapore,,1.30451755,103.77466465
4701,v8uf,Feng Wei Seafood (982 Buangkok Crescent),Chinese,4.4,2000,Singapore,982 Buangkok Crescent Singapore,,1.3809089,103.8792312
4702,y0ng,Sunset Railway Cafe (Clementi Arcade),Chicken,4.4,7,Singapore,Clementi Arcade Singapore,5.0,1.32342545,103.76757562367759
4703,b5tb,Wen Chang Kee Hainanese Chicken Rice (Hougang),Chicken Rice,4.5,100,Singapore,Hougang Singapore,19.0,1.3733601,103.8860907
4704,vzjk,Killiney Kopitiam (Alexandra) - Islandwide Delivery,Singaporean,4.2,11,Singapore,Alexandra Singapore,,1.2814457,103.8020305
4705,hze6,Mr Tong Snail Rice Noodle 仝先生螺蛳粉 (NUS),Chinese,4.5,48,Singapore,NUS Singapore,,1.2962018,103.77689765953073
4706,rgwh,Gapp - Geylang Apam Pulau Pinang (Geylang Serai),Snacks,4.9,60,Singapore,Geylang Serai Singapore,14.0,1.316541497512862,103.89750215864248
4707,f8lu,Ke Kou Duck (Pasir Panjang),Singaporean,4.3,65,Singapore,Pasir Panjang Singapore,5.0,1.27620135,103.7914758234202
4708,rgub,State of Affairs (Sunset Way),American,4.0,1,Singapore,Sunset Way Singapore,,1.3219375,103.77016366964884
4709,eymi,Summer Thai Makanan (Clementi),Seafood,4.5,20,Singapore,Clementi Singapore,5.0,1.3140256,103.7624098
4710,k1do,Ling Hui Seafood (Defu Lane),Seafood,3.9,100,Singapore,Defu Lane Singapore,,1.3400164306938283,103.89663261536342
4711,w3yn,Little Italy (Tanjong Katong Road),Pizza,4.7,100,Singapore,Tanjong Katong Road Singapore,15.0,1.30695135,103.8956011
4712,n7e6,Irna's Taste Food & Cakes (Changi Road),Noodles,5.0,30,Singapore,Changi Road Singapore,17.0,1.3208901499999999,103.91807265
4713,w5tw,Eunos Mrt Bak Kut Teh (Hougang),Bak Kut Teh,4.3,100,Singapore,Hougang Singapore,19.0,1.3733601,103.8860907
4714,tqvf,WOOGA RECIPE (Stephen Riady Centre),Korean,5.0,2,Singapore,Stephen Riady Centre Singapore,,1.30461505,103.77256064138899
4715,l1aj,The Pipe District (Pasir Panjang),Western,4.7,65,Singapore,Pasir Panjang Singapore,5.0,1.27620135,103.7914758234202
4716,t97h,Oven & Fried Chicken (Tanjong Katong) - Islandwide Delivery,Fried Chicken,4.8,74,Singapore,Tanjong Katong Singapore,15.0,1.29961015,103.8973280958123
4717,ue68,Masak Extra (Science Park Road),Chicken,4.7,5,Singapore,Science Park Road Singapore,,1.2882060879214943,103.77765660750492
4718,u92f,Two Guys (Seah Im Food Centre),Malaysian,4.6,11,Singapore,Seah Im Food Centre Singapore,,1.26657505,103.81924590971909
4719,e26a,Khaki Yong Tau Foo (380 Clementi),Soups,4.5,59,Singapore,380 Clementi Singapore,5.0,1.3183669500000001,103.76756218825756
4720,kt3u,Hougang 684 BBQ Seafood (684 Hougang Avenue 8),Malaysian,3.9,91,Singapore,684 Hougang Avenue 8 Singapore,19.0,1.3741186,103.8870422
4721,xrj1,Good Things SG (Meyer Road),Malaysian,3.5,17,Singapore,Meyer Road Singapore,,1.2978754000000001,103.8937341
4722,x9bm,Al Falah Barakah Restaurant (Changi Road),Indian,4.2,100,Singapore,Changi Road Singapore,17.0,1.3208901499999999,103.91807265
4723,vqhv,MK Levure Naturelle (ARC),Pancakes and Waffles,2.9,27,Singapore,ARC Singapore,,1.30587015,103.8564142440909
4724,w4mg,Tea Talk Global (305 Ubi Ave 1),Tea,4.7,100,Singapore,305 Ubi Ave 1 Singapore,,1.3294804,103.90234809805258
4725,xrv7,喜记菜饭 XiJi local delicacies (Kaki Bukit),American,1.0,1,Singapore,Kaki Bukit Singapore,,1.33510025,103.90874419955801
4726,h3xa,DoDoLand (Hougang),Yong Tau Foo,3.8,2,Singapore,Hougang Singapore,19.0,1.3733601,103.8860907
4727,w1kj,Hai Teng Wanton Noodles 海腾云吞面 (301 Ubi Food House),Noodles,4.3,100,Singapore,301 Ubi Food House Singapore,,,
4728,x6mu,My Kitchen (Tanjong Katong Road),Indian,3.5,100,Singapore,Tanjong Katong Road Singapore,15.0,1.30695135,103.8956011
4729,w6de,JB101 Seafood (Sparkle),Noodles,4.5,500,Singapore,Sparkle Singapore,,1.28792325,103.7828353561024
4730,fdz2,Poppy Thai Food (306 Ubi Ave1),Thai,3.5,24,Singapore,306 Ubi Ave1 Singapore,,,
4731,v2xf,No Signboard Prawn Noodles & Carrot Cake (301 Ubi Food House),Noodles,4.2,100,Singapore,301 Ubi Food House Singapore,,,
4732,f9us,Foreword Coffee Roasters (NUS),Bakery,4.2,32,Singapore,NUS Singapore,,1.2962018,103.77689765953073
4733,oqti,Italian Coffee Lab Singapore (100 Pasir Panjang),Italian,5.0,2,Singapore,100 Pasir Panjang Singapore,5.0,1.27541055,103.7957705047586
4734,y041,OPAH SATAY (Paya Lebar) - Restaurant Delivery,Satay,4.4,100,Singapore,Paya Lebar Singapore,14.0,1.3174795000000001,103.89235252467483
4735,hnia,Kloudkitchen (Science Park Road),Malaysian,3.2,22,Singapore,Science Park Road Singapore,,1.2882060879214943,103.77765660750492
4736,oj4t,Warung Selera Masakan Kampung (Changi Road),Rice Dishes,4.7,61,Singapore,Changi Road Singapore,17.0,1.3208901499999999,103.91807265
4737,x1yx,Pondok Pantai Timur (301 Ubi Food House),Ayam Penyet,4.8,100,Singapore,301 Ubi Food House Singapore,,,
4738,w2iz,Hao Zhou Dao 好粥道 (Ubi Ave),Porridge,4.5,500,Singapore,Ubi Ave Singapore,,1.32992905,103.89942802241221
4739,rbum,Friends Tasty Korea (928 Upper Thomson Rd),Korean,5.0,3,Singapore,928 Upper Thomson Rd Singapore,11.0,1.39947405,103.81792827975625
4740,pksa,Lina Satay Club (Science Park),Malaysian,5.0,18,Singapore,Science Park Singapore,,1.2894496,103.7918421
4741,v8pa,Toko Burgers ( Joo Chiat),Burgers,4.6,2000,Singapore, Joo Chiat Singapore,15.0,1.3112738,103.9011218
4742,z34o,The Naughty Chef (Tanjong Katong),Pizza,4.1,97,Singapore,Tanjong Katong Singapore,15.0,1.29961015,103.8973280958123
4743,q9rk,Darbar Indian Restaurant (Katong) - Islandwide Delivery,Indian,3.4,4,Singapore,Katong Singapore,15.0,1.3057886,103.8976313
4744,j3sr,Abi Eating House - Zombie,Indian,5.0,8,Singapore,,,46.3144754,11.0480288
4745,s3gw,Quentin's the Eurasian Restaurant (Joo Chiat),Singaporean,4.5,100,Singapore,Joo Chiat Singapore,15.0,1.3112738,103.9011218
4746,v6wg,Killiney Cafe (Harbourfront),Singaporean,4.0,100,Singapore,Harbourfront Singapore,4.0,1.265362,103.8215518
4747,gk5x,Smooth (WIS@Changi),Western,2.0,6,Singapore,WIS@Changi Singapore,17.0,,
4748,nwmu,Black Cherry (Pasir Panjang),Pasta,3.2,4,Singapore,Pasir Panjang Singapore,5.0,1.27620135,103.7914758234202
4749,lfnk,Vatan Se ( Tanjong Katong),Indian,4.0,7,Singapore, Tanjong Katong Singapore,15.0,1.29961015,103.8973280958123
4750,emx5,Charis Cuisines (Changi Rd),Porridge,4.4,3,Singapore,Changi Rd Singapore,17.0,1.3208901499999999,103.91807265
4751,x6vr,Sixteen Ounces (Bukit Timah),Mexican,4.8,35,Singapore,Bukit Timah Singapore,10.0,1.3546901,103.7763724
4752,ntph,Traditional Joo Chiat Prawn Mee (59 Joo Chiat Pl) - Islandwide Delivery,Soups,5.0,3,Singapore,59 Joo Chiat Pl Singapore,15.0,1.3144688,103.90843755
4753,sjl6,TOWKAY KIA (Buangkok Square),Asian,3.8,9,Singapore,Buangkok Square Singapore,,1.38397975,103.88196088598902
4754,q67a,Penang Heritage (455 Sengkang West Ave) - Islandwide Delivery,Malaysian,2.8,3,Singapore,455 Sengkang West Ave Singapore,,1.3919009,103.87121438073866
4755,pyyd,Common Man Night Shift (185 Joo Chiat),Pizza,4.4,2,Singapore,185 Joo Chiat Singapore,15.0,1.3121035,103.90067156158216
4756,jewm,Bornga Korean BBQ (Vivocity) - Islandwide Delivery,Korean,3.5,33,Singapore,Vivocity Singapore,,1.26437065,103.82295373341057
4757,sua7,Pallet Cafe & Bar (Serangoon North Ave),Bakery,4.5,7,Singapore,Serangoon North Ave Singapore,12.0,1.3703489000000002,103.8747510760485
4758,y3gq,Ashmi Restaurant (Pasir Panjang),Indian,4.5,100,Singapore,Pasir Panjang Singapore,5.0,1.27620135,103.7914758234202
4759,w0ah,Pattaya Garden Restaurant (Changi Road),Seafood,4.5,500,Singapore,Changi Road Singapore,17.0,1.3208901499999999,103.91807265
4760,h0dd,Scruffy Murphy's (South Buona Vista),International,4.7,100,Singapore,South Buona Vista Singapore,,1.2924911827854186,103.78448411452065
4761,w1y5,Hougang Boneless Hainanese Chicken Rice (809 Hougang Central),Chicken Rice,4.5,100,Singapore,809 Hougang Central Singapore,19.0,1.3713266,103.8935517
4762,ynil,Tiffin Walla Authentic Indian Curry (Eunos),Indian,4.2,3,Singapore,Eunos Singapore,,1.3198016,103.9028891
4763,t06n,Hong Kong Street Hot Charcoal Fish Head Steamboat (Kaki Bukit),Fish,2.7,5,Singapore,Kaki Bukit Singapore,,1.33510025,103.90874419955801
4764,gdfz,KING OF BAN MIAN (Hougang),Asian,4.4,13,Singapore,Hougang Singapore,19.0,1.3733601,103.8860907
4765,f5gc,CK 77 怡保瓦煲鸡饭 (Hougang),Malaysian,4.8,32,Singapore,Hougang Singapore,19.0,1.3733601,103.8860907
4766,yuuv,LOCAL SNACKS T3 (441B Fernvale Rd),Noodles,4.1,69,Singapore,441B Fernvale Rd Singapore,,1.3912318,103.87466216864996
4767,g82d,Wong Chiew Restaurant 皇潮餐室 (Sembawang) - Islandwide Delivery,Chinese,4.7,11,Singapore,Sembawang Singapore,27.0,1.4514207,103.8179186
4768,wyyp,Bakersfield & Co. (Rail Mall),Western,4.7,16,Singapore,Rail Mall Singapore,,,
4769,x6gl,Chongjia Food (Pasir Panjang Hawker Center),Rice Dishes,4.5,100,Singapore,Pasir Panjang Hawker Center Singapore,5.0,,
